id,names,type,lacingPrevalence,testingKit,effects,harmReductionTips,halfLife,onsetTime,dosages,interactions,lacedBy,laces
"b6a027a5-907e-4791-a0ea-defb793d7e95","MDMA; Molly; Ecstasy","stimulant-hallucinogen","MODERATE","https://dancesafe.org/product/mdma-testing-kit","Euphoria; Empathy; Increased energy; Enhanced sensory perception","Test for purity with reagent kits.; Stay hydrated but avoid overhydration.; Avoid mixing with alcohol or other drugs.; Take breaks to cool down during physical activity.","","","","DANGEROUS: Hyperthermia and cardiovascular failure.; DANGEROUS: Serotonin syndrome due to excessive serotonin levels.; DANGEROUS: Severe dehydration and overheating.; PSYCHOLOGICALLY_DIFFICULT: Emotional overload and severe hallucinations.; DANGEROUS: Serotonin syndrome and overheating.; DANGEROUS: Severe overheating and serotonin syndrome.; DANGEROUS: Increased risk of serotonin syndrome.; DANGEROUS: Severe cardiovascular strain, hyperthermia, and dehydration.; DANGEROUS: Severe cardiovascular strain, dehydration, and overheating.; DANGEROUS: Severe hyperthermia and serotonin syndrome risk.; DANGEROUS: Severe dehydration, overheating, and cardiovascular strain.; DANGEROUS: Severe serotonin syndrome risk.; DANGEROUS: Severe serotonin syndrome with hyperthermia.; DANGEROUS: Severe cardiovascular strain and hyperthermia.; DANGEROUS: Hyperthermia, severe dehydration, and toxic liver effects.; LETHAL: Cardiac arrest and hyperthermia.","Caffeine; Methamphetamine; Ketamine; PMMA","2C-B"
"b65913f4-082e-4a26-a018-32eb1ca6d161","Methamphetamine; Meth; Crystal","stimulant","MODERATE","https://dancesafe.org/product/methamphetamine-testing-kit","Increased energy; Euphoria; Alertness; Decreased appetite","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","DANGEROUS: Hyperthermia and cardiovascular failure.; DANGEROUS: Dangerous blood pressure spikes and hyperthermia.; PSYCHOLOGICALLY_DIFFICULT: Intense paranoia and auditory hallucinations.; LETHAL: Extreme cardiovascular failure.; PSYCHOLOGICALLY_DIFFICULT: Paranoia and extreme confusion.; DANGEROUS: Severe cardiovascular strain, dehydration, and overheating.; PSYCHOLOGICALLY_DIFFICULT: Paranoia and psychosis.; LETHAL: Heart failure due to combined stimulant overload.; PSYCHOLOGICALLY_DIFFICULT: Intense paranoia and auditory hallucinations.; LETHAL: Cardiovascular collapse and heart attack.; LETHAL: Cardiac arrest and hyperthermia.; LETHAL: Severe cardiac strain causing heart failure.","Caffeine; Fentanyl","Adderall; MDMA; Bath Salts; Ketamine"
"c6420bab-8a93-4bfa-906a-7fc916edf09c","Oxycodone; OxyContin","opioid","LOW","https://dancesafe.org/product/fentanyl-testing-strips","Pain relief; Euphoria; Relaxation; Drowsiness","Use only as prescribed and avoid high doses.; Avoid mixing with alcohol or sedatives.; Store securely to prevent misuse.; Carry naloxone in case of overdose.","","","","LETHAL: Respiratory arrest and overdose.; LETHAL: Respiratory depression and choking risk.; LETHAL: Fatal respiratory arrest due to combined opioid and sedative effects.","Fentanyl",""
"8fdfd8f3-166f-441a-ac2a-de79be047628","Bath Salts; Synthetic Cathinones","stimulant","MODERATE","https://dancesafe.org/product/synthetic-cathinones-testing-kit","Increased energy; Euphoria; Alertness; Aggression in high doses","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","","Caffeine; Methamphetamine; Fentanyl","Mephedrone"
"d747d297-6e11-4906-a0d4-953571d668ad","Ketamine; Special K","dissociative","RARE","https://dancesafe.org/product/ketamine-testing-kit","Dissociation; Pain relief; Sedation; Hallucinations","Start with a low dose in a safe place.; Avoid mixing with alcohol or depressants.; Do not drive or operate machinery after use.; Stay hydrated and monitor bladder health.","","","","PSYCHOLOGICALLY_DIFFICULT: Overwhelming hallucinations and dissociation.; DANGEROUS: Intensified dissociation and sedation.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming dissociation and potential delusions.; DANGEROUS: Unpredictable dissociation and sedation.; PSYCHOLOGICALLY_DIFFICULT: Severe dissociation and hallucinations.; PSYCHOLOGICALLY_DIFFICULT: Severe emotional instability and dissociation.; PSYCHOLOGICALLY_DIFFICULT: Intense dissociation and unpredictable hallucinations.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming dissociation and sensory overload.; PSYCHOLOGICALLY_DIFFICULT: Unpredictable hallucinations and extreme dissociation.; DANGEROUS: Intensified dissociation and sedation, increasing overdose risk.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming sensory dissociation and delusions.","Caffeine; Methamphetamine","PCP; MDMA"
"3754a7a1-fe97-4578-810d-6fbb57ffcda7","DMT; Dimethyltryptamine","hallucinogen","RARE","https://dancesafe.org/product/dmt-testing-kit","Intense hallucinations; Altered perception of time; Spiritual experiences","Use in a safe and familiar environment.; Have a sober trip sitter if inexperienced.; Start with a low dose to gauge effects.; Avoid if prone to mental health issues.","","","","DANGEROUS: Increased risk of serotonin syndrome.; DANGEROUS: Intensified hallucinations and risk of paranoia.; PSYCHOLOGICALLY_DIFFICULT: Severe emotional instability and panic.; PSYCHOLOGICALLY_DIFFICULT: Severe emotional instability and dissociation.; DANGEROUS: Increased serotonin syndrome risk.; PSYCHOLOGICALLY_DIFFICULT: Severe paranoia and dissociation.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming dissociation and sensory overload.; PSYCHOLOGICALLY_DIFFICULT: Severe emotional overload and panic.; DANGEROUS: Severe serotonin syndrome risk.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming emotional distress and confusion.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming sensory overload and paranoia.","",""
"33121685-f867-40da-8cec-1b9f2cb791c8","Salvia Divinorum; Salvia","hallucinogen","RARE","https://www.salviasociety.org/salvia-testing-kit","Hallucinations; Dissociation; Altered perception of reality","Use in a safe and familiar environment.; Have a sober trip sitter if inexperienced.; Start with a low dose to gauge effects.; Avoid if prone to mental health issues.","","","","DANGEROUS: Intensified hallucinations and risk of paranoia.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming hallucinations and dissociation.; PSYCHOLOGICALLY_DIFFICULT: Severe dissociation and overwhelming hallucinations.; PSYCHOLOGICALLY_DIFFICULT: Intense dissociation and unpredictable hallucinations.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming hallucinations and emotional instability.; PSYCHOLOGICALLY_DIFFICULT: Extreme paranoia and dissociation.; PSYCHOLOGICALLY_DIFFICULT: Unpredictable hallucinations and extreme dissociation.; PSYCHOLOGICALLY_DIFFICULT: Extreme hallucinations and risk of psychosis.; PSYCHOLOGICALLY_DIFFICULT: Overwhelming sensory overload and paranoia.; PSYCHOLOGICALLY_DIFFICULT: Extreme paranoia, confusion, and dissociation.","Synthetic Cannabinoids",""
"3f8bf693-7104-4fe9-8d09-f387a5cfacf2","2C-B; Nexus","hallucinogen","RARE","https://dancesafe.org/product/2c-b-testing-kit","Hallucinations; Enhanced sensory perception; Euphoria","Use in a safe and familiar environment.; Have a sober trip sitter if inexperienced.; Start with a low dose to gauge effects.; Avoid if prone to mental health issues.","","","","","LSD; MDMA",""
"30bdf11d-0b6c-470e-b542-f3bf00f7e2cf","Valium; Diazepam; V's; Tranks","benzodiazepine","","","Anxiety relief; Sedation; Muscle relaxation; Drowsiness","Use only as prescribed by a doctor.; Avoid mixing with alcohol or other depressants.; Do not stop abruptly to avoid withdrawal.; Store securely to prevent misuse.","","","","","",""
"0719951a-a02a-490e-bbfe-d99a42543e0a","Ambien; Zolpidem; Z; Sleepers","sedative-hypnotic","","","Sedation; Sleep induction; Relaxation","Use only as prescribed and avoid high doses.; Do not mix with alcohol or other sedatives.; Take only when you can ensure safe rest.; Store securely to prevent misuse.","","","","","",""
"3b03193a-ced4-483a-b3bf-c8e89cd544a1","Fentanyl","opioid","HIGH","https://dancesafe.org/product/fentanyl-testing-strips","Pain relief; Euphoria; Sedation; Respiratory depression","Use only as prescribed and avoid high doses.; Avoid mixing with alcohol or sedatives.; Store securely to prevent misuse.; Carry naloxone in case of overdose.","","","","LETHAL: Combined respiratory depression with sedatives.; LETHAL: Severe respiratory depression when combining sedatives.; LETHAL: Deadly respiratory depression from combined opioids.; LETHAL: Combined respiratory depression and overdose risk.; LETHAL: Respiratory failure due to synergistic sedative effects.; LETHAL: Respiratory arrest from opioid and sedative combination.; LETHAL: Fatal respiratory arrest due to combined opioid and sedative effects.; LETHAL: Respiratory failure and cardiac arrest.; LETHAL: Fatal respiratory failure from synergistic sedatives.; LETHAL: Severe respiratory depression and hypoxia.","Heroin","Cocaine; Cannabis; Synthetic Cannabinoids; Heroin; Xanax; Vicodin; Methamphetamine; Oxycodone; Bath Salts"
"887db317-82ba-4bd6-8799-7cb915255c0b","Klonopin; Clonazepam; K-Pins; Benzos","benzodiazepine","","","Anxiety relief; Sedation; Relaxation; Drowsiness","Use only as prescribed by a doctor.; Avoid mixing with alcohol or other depressants.; Do not stop abruptly to avoid withdrawal.; Store securely to prevent misuse.","","","","","",""
"8a03f336-f925-480c-bbef-df8f718b54b2","Acetaminophen; Tylenol; Paracetamol; Panadol","analgesic","","","Pain relief; Fever reduction","Follow prescribed dosages strictly.; Avoid combining with alcohol or opioids.; Do not exceed the maximum daily dose.; Keep medication stored safely.","","","","DANGEROUS: Increased risk of liver toxicity.; DANGEROUS: Severe liver toxicity and risk of death.; DANGEROUS: Hyperthermia and toxic liver effects.; LETHAL: Toxic effects and fatal liver failure.; DANGEROUS: Hyperthermia, severe dehydration, and toxic liver effects.","",""
"91536568-47d8-4a1b-a16d-c87129ea8a90","Diphenhydramine; Benadryl; Dramamine; Sleepy Pills","antihistamine","","","Allergy relief; Sleep induction; Mild sedation","Use only as needed for allergies or sleep aid.; Avoid operating machinery after use.; Do not mix with alcohol or other sedatives.; Follow the recommended dosage.","","","","PSYCHOLOGICALLY_DIFFICULT: Confusion, paranoia, and potential psychosis.; PSYCHOLOGICALLY_DIFFICULT: Severe confusion and delusional thinking.; PSYCHOLOGICALLY_DIFFICULT: Severe confusion and delusional thinking.; PSYCHOLOGICALLY_DIFFICULT: Severe dissociation and delusions.","",""
"2dffbcc5-0c4c-4f51-80a6-41dd5513b5b6","Lidocaine; Xylocaine; Lido","local anesthetic","","","Local anesthesia; Pain relief","Use only as directed by a healthcare provider.; Do not apply to large areas of skin.; Avoid excessive or repeated use.; Consult a doctor for prolonged use.","","","","","",""
"825cc0d1-32fd-46e7-bd21-edb7e846cd2c","Kratom","opioid","RARE","https://www.kratomscience.com/kratom-test-kit","Pain relief; Relaxation; Mild euphoria","Use only as prescribed and avoid high doses.; Avoid mixing with alcohol or sedatives.; Store securely to prevent misuse.; Carry naloxone in case of overdose.","","","","DANGEROUS: Severe confusion and increased risk of accidents.","",""
"115e5371-8b1d-4e7e-ad3d-e670bb81888d","Kava; Piper methysticum; Kava Kava; Awa","anxiolytic","","","Relaxation; Anxiety relief; Mild sedation","Use only as needed and in safe settings.; Avoid combining with alcohol or other drugs.; Do not exceed recommended doses.; Discuss any side effects with your doctor.","","","","","",""
"b47200bb-10f9-43f1-9f07-204bc16ba182","5-HTP; 5-Hydroxytryptophan","supplement","","","Mood enhancement; Sleep support","Use as directed by a healthcare provider.; Do not exceed recommended daily dosages.; Take as part of a balanced diet.; Monitor for any side effects.","","","","DANGEROUS: Serotonin syndrome due to excessive serotonin levels.; DANGEROUS: Increased serotonin syndrome risk.; DANGEROUS: Severe hyperthermia and serotonin syndrome risk.","",""
"75512364-b552-461c-8253-0dfae309792f","Ginseng; Panax; Red Ginseng","adaptogen","","","Increased energy; Stress reduction; Improved focus","Use as part of a balanced routine.; Consult a healthcare provider before use.; Avoid excessive use to prevent tolerance.; Monitor for any side effects or interactions.","","","","","",""
"87b26ad5-cb15-4ba4-a2ba-1f4d289d3e9a","Barbiturates; Downers; Barbs; Reds; Blue Devils","depressant","","","Sedation; Anxiety relief; Sleep induction","Dose carefully and avoid excessive use.; Do not mix with alcohol or other depressants.; Use in a safe environment with trusted people.; Carry naloxone in case of overdose risk.","","","","LETHAL: Respiratory depression and loss of consciousness.; DANGEROUS: Intensified sedation and risk of overdose.; LETHAL: Overwhelming sedative effects causing respiratory arrest.; LETHAL: Combined respiratory depression and risk of overdose.; DANGEROUS: Intensified sedation and confusion, increasing overdose risk.; DANGEROUS: Severe liver toxicity and risk of death.; LETHAL: Respiratory arrest due to depressant combination.; LETHAL: Respiratory arrest and coma.; LETHAL: Fatal respiratory failure from synergistic sedatives.","",""
"f12f6b5d-54bb-4412-a903-f699f9570e72","Methadone; Dolophine; Meth","opioid","","","Pain relief; Relaxation; Euphoria","Use only as prescribed and avoid high doses.; Avoid mixing with alcohol or sedatives.; Store securely to prevent misuse.; Carry naloxone in case of overdose.","","","","LETHAL: Deadly overdose risk due to combined respiratory depression.; LETHAL: Deadly respiratory depression from combined opioids.; DANGEROUS: Respiratory depression and prolonged sedation.; LETHAL: Respiratory arrest due to combined opioid effects.; LETHAL: Combined respiratory depression and risk of overdose.; LETHAL: Respiratory arrest and severe sedation.; LETHAL: Respiratory arrest from opioid and sedative combination.; LETHAL: Toxic effects and fatal liver failure.; LETHAL: Respiratory failure and cardiac arrest.; LETHAL: Respiratory arrest from opioid and sedative combination.","",""
"ce686cbc-08af-4899-afe8-942a9c01440d","Phenibut; Noofen; PB","gabapentinoid","","","Relaxation; Anxiety relief; Mild euphoria","Use only as prescribed and in moderation.; Avoid mixing with alcohol or other depressants.; Do not stop abruptly to prevent withdrawal symptoms.; Discuss any side effects with your doctor.","","","","LETHAL: Combined sedative effects leading to respiratory failure.; LETHAL: Deadly due to combined respiratory depression.; LETHAL: Overwhelming sedative effects causing respiratory arrest.; DANGEROUS: Respiratory depression and prolonged sedation.; DANGEROUS: Intensified sedation and confusion, increasing overdose risk.; LETHAL: Respiratory failure due to synergistic sedative effects.; DANGEROUS: Severe confusion and unpredictable sedation.","",""
"6667d552-8ec6-43e2-941c-f7180552452c","Etizolam; Etilaam; Street Benzos","benzodiazepine","","","Anxiety relief; Sedation; Relaxation","Use only as prescribed by a doctor.; Avoid mixing with alcohol or other depressants.; Do not stop abruptly to avoid withdrawal.; Store securely to prevent misuse.","","","","","",""
"6dc2f436-879b-4a76-b9e3-ee21629132b1","Alpha-PVP; Flakka; Gravel","stimulant","","","Increased energy; Euphoria; Alertness; Aggression","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","LETHAL: Heart failure due to excessive stimulant use.; DANGEROUS: Unpredictable effects, risk of psychosis, and hyperthermia.; DANGEROUS: Severe cardiovascular strain, hyperthermia, and dehydration.; DANGEROUS: Severe cardiovascular strain and stroke risk.; LETHAL: Heart failure due to combined stimulant overload.; DANGEROUS: Severe agitation and cardiovascular risk.; LETHAL: Cardiovascular collapse and heart attack.","",""
"894b028b-2d1f-4746-b1fe-689d1de447f4","Bromo-DragonFLY; Dragonfly; B-DFLY","hallucinogen","","","Hallucinations; Altered perception; Euphoria","Use in a safe and familiar environment.; Have a sober trip sitter if inexperienced.; Start with a low dose to gauge effects.; Avoid if prone to mental health issues.","","","","PSYCHOLOGICALLY_DIFFICULT: Overwhelming hallucinations and dissociation.; PSYCHOLOGICALLY_DIFFICULT: Extreme paranoia and dissociation.; PSYCHOLOGICALLY_DIFFICULT: Intense paranoia and auditory hallucinations.","",""
"54d03d99-79df-429a-9e2d-658de968d0cc","Catha Edulis; Khat; Qat","stimulant","","","Increased energy; Euphoria; Alertness","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","","",""
"b9492d43-ca88-48e6-968b-ec894278d5e4","Benzylpiperazine; BZP; Legal Ecstasy","stimulant","","","Euphoria; Increased energy; Alertness","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","LETHAL: Extreme cardiovascular failure.","",""
"6c0d8826-fcc2-4d5b-990f-de63cfac3920","Fluoroamphetamine; 4-FA; Flux","stimulant","","","Increased energy; Euphoria; Alertness","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","","",""
"7c576217-55ce-4b6e-85b4-6d27d393762e","Chlordiazepoxide; Librium","benzodiazepine","","","Anxiety relief; Relaxation; Sedation","Use only as prescribed by a doctor.; Avoid mixing with alcohol or other depressants.; Do not stop abruptly to avoid withdrawal.; Store securely to prevent misuse.","","","","","",""
"b5e99e9b-4b47-4021-9df2-612dcac02660","Poppers; Amyl Nitrate; Room Odorizers","inhalant","","","Relaxation; Euphoria; Dizziness; Short-lived head rush","Use in well-ventilated areas to avoid oxygen deprivation.; Do not mix with other substances.; Avoid excessive or prolonged use.; Seek help if feeling unwell after use.","","","","","",""
"14520094-1159-45e2-9d3a-b44ed58d0127","Harmine; Banisteriopsis caapi","MAOI","","","Spiritual experiences; Mild euphoria","Follow a strict diet to avoid dangerous interactions.; Do not mix with SSRIs or other antidepressants.; Avoid alcohol and certain over-the-counter drugs.; Consult a doctor regularly while using.","","","","","",""
"878a1e59-0fe0-49e7-b0e4-7814b072e35b","AMT; Alpha-Methyltryptamine","hallucinogen","","","Hallucinations; Euphoria; Increased energy","Use in a safe and familiar environment.; Have a sober trip sitter if inexperienced.; Start with a low dose to gauge effects.; Avoid if prone to mental health issues.","","","","","",""
"4dcf68c1-6cab-48d6-82bd-cef87083520e","PMMA; Paramethoxymethamphetamine; Death","stimulant","","","Increased energy; Euphoria; Severe side effects","Avoid frequent use to reduce addiction risk.; Test for contaminants like fentanyl.; Use clean tools to avoid infections.; Stay hydrated and avoid mixing with alcohol.","","","","","","MDMA"
"aa2a97ee-ede8-431d-a85c-2e704c04421d","Enhanced Kratom","opioid","","","Pain relief; Relaxation; Euphoria","Use only as prescribed and avoid high doses.; Avoid mixing with alcohol or sedatives.; Store securely to prevent misuse.; Carry naloxone in case of overdose.","","","","","",""
"39d8d70e-6979-4436-b033-e197bbaba9ae","SSRIs; Lexapro; Prozac; Zoloft; Paxil; Celexa","antidepressant","","","Mood stabilization; Depression treatment","Take as prescribed by a healthcare provider.; Do not stop abruptly to avoid withdrawal symptoms.; Monitor for changes in mood or behavior.; Discuss side effects with your doctor.","","","","DANGEROUS: Increased risk of serotonin syndrome and hypertension.; DANGEROUS: Severe serotonin syndrome with hyperthermia.","",""
